,YES VOTES,DISTRICT,COUNTY,PARTY
56666,700,SD 32,DENVER,DEMOCRATIC PARTY
56667,249,SD 32,DENVER,REPUBLICAN PARTY
56723,743,SD 32,DENVER,DEMOCRATIC PARTY
56724,182,SD 32,DENVER,REPUBLICAN PARTY
56780,731,SD 32,DENVER,DEMOCRATIC PARTY
56781,280,SD 32,DENVER,REPUBLICAN PARTY
56837,835,SD 32,DENVER,DEMOCRATIC PARTY
56838,249,SD 32,DENVER,REPUBLICAN PARTY
56894,433,SD 32,DENVER,DEMOCRATIC PARTY
56895,128,SD 32,DENVER,REPUBLICAN PARTY
56951,613,SD 32,DENVER,DEMOCRATIC PARTY
56952,336,SD 32,DENVER,REPUBLICAN PARTY
57008,737,SD 32,DENVER,DEMOCRATIC PARTY
57009,263,SD 32,DENVER,REPUBLICAN PARTY
57065,200,SD 32,DENVER,DEMOCRATIC PARTY
57066,156,SD 32,DENVER,REPUBLICAN PARTY
57122,561,SD 32,DENVER,DEMOCRATIC PARTY
57123,342,SD 32,DENVER,REPUBLICAN PARTY
57179,548,SD 32,DENVER,DEMOCRATIC PARTY
57180,289,SD 32,DENVER,REPUBLICAN PARTY
57236,660,SD 32,DENVER,DEMOCRATIC PARTY
57237,224,SD 32,DENVER,REPUBLICAN PARTY
57293,629,SD 32,DENVER,DEMOCRATIC PARTY
57294,169,SD 32,DENVER,REPUBLICAN PARTY
57350,537,SD 32,DENVER,DEMOCRATIC PARTY
57351,290,SD 32,DENVER,REPUBLICAN PARTY
57407,708,SD 32,DENVER,DEMOCRATIC PARTY
57408,203,SD 32,DENVER,REPUBLICAN PARTY
57464,633,SD 32,DENVER,DEMOCRATIC PARTY
57465,71,SD 32,DENVER,REPUBLICAN PARTY
57520,647,SD 32,DENVER,DEMOCRATIC PARTY
57521,130,SD 32,DENVER,REPUBLICAN PARTY
57576,798,SD 32,DENVER,DEMOCRATIC PARTY
57577,205,SD 32,DENVER,REPUBLICAN PARTY
57633,646,SD 32,DENVER,DEMOCRATIC PARTY
57634,143,SD 32,DENVER,REPUBLICAN PARTY
57690,736,SD 32,DENVER,DEMOCRATIC PARTY
57691,208,SD 32,DENVER,REPUBLICAN PARTY
57747,1151,SD 32,DENVER,DEMOCRATIC PARTY
57748,242,SD 32,DENVER,REPUBLICAN PARTY
57804,933,SD 32,DENVER,DEMOCRATIC PARTY
57805,393,SD 32,DENVER,REPUBLICAN PARTY
57861,681,SD 32,DENVER,DEMOCRATIC PARTY
57862,83,SD 32,DENVER,REPUBLICAN PARTY
57918,946,SD 32,DENVER,DEMOCRATIC PARTY
57919,266,SD 32,DENVER,REPUBLICAN PARTY
57975,595,SD 32,DENVER,DEMOCRATIC PARTY
57976,173,SD 32,DENVER,REPUBLICAN PARTY
58032,470,SD 32,DENVER,DEMOCRATIC PARTY
58033,180,SD 32,DENVER,REPUBLICAN PARTY
58089,521,SD 32,DENVER,DEMOCRATIC PARTY
58090,173,SD 32,DENVER,REPUBLICAN PARTY
58146,461,SD 32,DENVER,DEMOCRATIC PARTY
58147,204,SD 32,DENVER,REPUBLICAN PARTY
58203,458,SD 32,DENVER,DEMOCRATIC PARTY
58204,194,SD 32,DENVER,REPUBLICAN PARTY
58260,497,SD 32,DENVER,DEMOCRATIC PARTY
58261,207,SD 32,DENVER,REPUBLICAN PARTY
58317,343,SD 32,DENVER,DEMOCRATIC PARTY
58318,170,SD 32,DENVER,REPUBLICAN PARTY
58374,375,SD 32,DENVER,DEMOCRATIC PARTY
58375,236,SD 32,DENVER,REPUBLICAN PARTY
58431,432,SD 32,DENVER,DEMOCRATIC PARTY
58432,246,SD 32,DENVER,REPUBLICAN PARTY
58488,427,SD 32,DENVER,DEMOCRATIC PARTY
58489,251,SD 32,DENVER,REPUBLICAN PARTY
58545,399,SD 32,DENVER,DEMOCRATIC PARTY
58546,146,SD 32,DENVER,REPUBLICAN PARTY
58602,881,SD 32,DENVER,DEMOCRATIC PARTY
58603,297,SD 32,DENVER,REPUBLICAN PARTY
58659,867,SD 32,DENVER,DEMOCRATIC PARTY
58660,365,SD 32,DENVER,REPUBLICAN PARTY
58716,745,SD 32,DENVER,DEMOCRATIC PARTY
58717,363,SD 32,DENVER,REPUBLICAN PARTY
58773,547,SD 32,DENVER,DEMOCRATIC PARTY
58774,234,SD 32,DENVER,REPUBLICAN PARTY
58830,786,SD 32,DENVER,DEMOCRATIC PARTY
58831,307,SD 32,DENVER,REPUBLICAN PARTY
58887,774,SD 32,DENVER,DEMOCRATIC PARTY
58888,362,SD 32,DENVER,REPUBLICAN PARTY
58944,618,SD 32,DENVER,DEMOCRATIC PARTY
58945,346,SD 32,DENVER,REPUBLICAN PARTY
59001,475,SD 32,DENVER,DEMOCRATIC PARTY
59002,174,SD 32,DENVER,REPUBLICAN PARTY
59058,540,SD 32,DENVER,DEMOCRATIC PARTY
59059,210,SD 32,DENVER,REPUBLICAN PARTY
59115,485,SD 32,DENVER,DEMOCRATIC PARTY
59116,235,SD 32,DENVER,REPUBLICAN PARTY
59172,573,SD 32,DENVER,DEMOCRATIC PARTY
59173,256,SD 32,DENVER,REPUBLICAN PARTY
59229,575,SD 32,DENVER,DEMOCRATIC PARTY
59230,244,SD 32,DENVER,REPUBLICAN PARTY
59286,558,SD 32,DENVER,DEMOCRATIC PARTY
59287,336,SD 32,DENVER,REPUBLICAN PARTY
59343,571,SD 32,DENVER,DEMOCRATIC PARTY
59344,336,SD 32,DENVER,REPUBLICAN PARTY
59400,308,SD 32,DENVER,DEMOCRATIC PARTY
59401,176,SD 32,DENVER,REPUBLICAN PARTY
59457,483,SD 32,DENVER,DEMOCRATIC PARTY
59458,255,SD 32,DENVER,REPUBLICAN PARTY
59514,594,SD 32,DENVER,DEMOCRATIC PARTY
59515,526,SD 32,DENVER,REPUBLICAN PARTY
59571,555,SD 32,DENVER,DEMOCRATIC PARTY
59572,415,SD 32,DENVER,REPUBLICAN PARTY
59628,352,SD 32,DENVER,DEMOCRATIC PARTY
59629,68,SD 32,DENVER,REPUBLICAN PARTY
59684,700,SD 32,DENVER,DEMOCRATIC PARTY
59685,142,SD 32,DENVER,REPUBLICAN PARTY
59740,680,SD 32,DENVER,DEMOCRATIC PARTY
59741,126,SD 32,DENVER,REPUBLICAN PARTY
59796,739,SD 32,DENVER,DEMOCRATIC PARTY
59797,188,SD 32,DENVER,REPUBLICAN PARTY
59852,496,SD 32,DENVER,DEMOCRATIC PARTY
59853,135,SD 32,DENVER,REPUBLICAN PARTY
59909,609,SD 32,DENVER,DEMOCRATIC PARTY
59910,149,SD 32,DENVER,REPUBLICAN PARTY
59966,541,SD 32,DENVER,DEMOCRATIC PARTY
59967,130,SD 32,DENVER,REPUBLICAN PARTY
60023,511,SD 32,DENVER,DEMOCRATIC PARTY
60024,126,SD 32,DENVER,REPUBLICAN PARTY
60080,768,SD 32,DENVER,DEMOCRATIC PARTY
60081,267,SD 32,DENVER,REPUBLICAN PARTY
60137,521,SD 32,DENVER,DEMOCRATIC PARTY
60138,448,SD 32,DENVER,REPUBLICAN PARTY
60194,484,SD 32,DENVER,DEMOCRATIC PARTY
60195,250,SD 32,DENVER,REPUBLICAN PARTY
60251,420,SD 32,DENVER,DEMOCRATIC PARTY
60252,301,SD 32,DENVER,REPUBLICAN PARTY
60308,563,SD 32,DENVER,DEMOCRATIC PARTY
60309,271,SD 32,DENVER,REPUBLICAN PARTY
60365,541,SD 32,DENVER,DEMOCRATIC PARTY
60366,328,SD 32,DENVER,REPUBLICAN PARTY
60422,339,SD 32,DENVER,DEMOCRATIC PARTY
60423,334,SD 32,DENVER,REPUBLICAN PARTY
60479,353,SD 32,DENVER,DEMOCRATIC PARTY
60480,472,SD 32,DENVER,REPUBLICAN PARTY
60536,602,SD 32,DENVER,DEMOCRATIC PARTY
60537,323,SD 32,DENVER,REPUBLICAN PARTY
60593,516,SD 32,DENVER,DEMOCRATIC PARTY
60594,383,SD 32,DENVER,REPUBLICAN PARTY
60650,288,SD 32,DENVER,DEMOCRATIC PARTY
60651,228,SD 32,DENVER,REPUBLICAN PARTY
60707,563,SD 32,DENVER,DEMOCRATIC PARTY
60708,316,SD 32,DENVER,REPUBLICAN PARTY
60764,646,SD 32,DENVER,DEMOCRATIC PARTY
60765,470,SD 32,DENVER,REPUBLICAN PARTY
60821,932,SD 32,DENVER,DEMOCRATIC PARTY
60822,282,SD 32,DENVER,REPUBLICAN PARTY
60877,683,SD 32,DENVER,DEMOCRATIC PARTY
60878,302,SD 32,DENVER,REPUBLICAN PARTY
60933,584,SD 32,DENVER,DEMOCRATIC PARTY
60934,298,SD 32,DENVER,REPUBLICAN PARTY
60989,477,SD 32,DENVER,DEMOCRATIC PARTY
60990,326,SD 32,DENVER,REPUBLICAN PARTY
61045,537,SD 32,DENVER,DEMOCRATIC PARTY
61046,293,SD 32,DENVER,REPUBLICAN PARTY
61101,261,SD 32,DENVER,DEMOCRATIC PARTY
61102,269,SD 32,DENVER,REPUBLICAN PARTY
61157,343,SD 32,DENVER,DEMOCRATIC PARTY
61158,251,SD 32,DENVER,REPUBLICAN PARTY
61213,349,SD 33,DENVER,DEMOCRATIC PARTY
61214,17,SD 33,DENVER,REPUBLICAN PARTY
61215,31,SD 33,DENVER,LIBERTARIAN PARTY
61270,569,SD 33,DENVER,DEMOCRATIC PARTY
61271,104,SD 33,DENVER,REPUBLICAN PARTY
61272,56,SD 33,DENVER,LIBERTARIAN PARTY
61327,590,SD 33,DENVER,DEMOCRATIC PARTY
61328,74,SD 33,DENVER,REPUBLICAN PARTY
61329,46,SD 33,DENVER,LIBERTARIAN PARTY
61384,360,SD 33,DENVER,DEMOCRATIC PARTY
61385,71,SD 33,DENVER,REPUBLICAN PARTY
61386,32,SD 33,DENVER,LIBERTARIAN PARTY
61442,509,SD 33,DENVER,DEMOCRATIC PARTY
61443,109,SD 33,DENVER,REPUBLICAN PARTY
61444,27,SD 33,DENVER,LIBERTARIAN PARTY
61500,485,SD 33,DENVER,DEMOCRATIC PARTY
61501,99,SD 33,DENVER,REPUBLICAN PARTY
61502,31,SD 33,DENVER,LIBERTARIAN PARTY
61558,792,SD 33,DENVER,DEMOCRATIC PARTY
61559,112,SD 33,DENVER,REPUBLICAN PARTY
61560,64,SD 33,DENVER,LIBERTARIAN PARTY
61616,734,SD 33,DENVER,DEMOCRATIC PARTY
61617,46,SD 33,DENVER,REPUBLICAN PARTY
61618,15,SD 33,DENVER,LIBERTARIAN PARTY
61672,984,SD 33,DENVER,DEMOCRATIC PARTY
61673,335,SD 33,DENVER,REPUBLICAN PARTY
61674,50,SD 33,DENVER,LIBERTARIAN PARTY
61728,380,SD 33,DENVER,DEMOCRATIC PARTY
61729,104,SD 33,DENVER,REPUBLICAN PARTY
61730,18,SD 33,DENVER,LIBERTARIAN PARTY
61784,538,SD 33,DENVER,DEMOCRATIC PARTY
61785,43,SD 33,DENVER,REPUBLICAN PARTY
61786,21,SD 33,DENVER,LIBERTARIAN PARTY
61840,570,SD 33,DENVER,DEMOCRATIC PARTY
61841,167,SD 33,DENVER,REPUBLICAN PARTY
61842,26,SD 33,DENVER,LIBERTARIAN PARTY
61896,596,SD 33,DENVER,DEMOCRATIC PARTY
61897,179,SD 33,DENVER,REPUBLICAN PARTY
61898,23,SD 33,DENVER,LIBERTARIAN PARTY
61952,507,SD 33,DENVER,DEMOCRATIC PARTY
61953,179,SD 33,DENVER,REPUBLICAN PARTY
61954,30,SD 33,DENVER,LIBERTARIAN PARTY
62008,440,SD 33,DENVER,DEMOCRATIC PARTY
62009,116,SD 33,DENVER,REPUBLICAN PARTY
62010,18,SD 33,DENVER,LIBERTARIAN PARTY
62064,548,SD 33,DENVER,DEMOCRATIC PARTY
62065,36,SD 33,DENVER,REPUBLICAN PARTY
62066,21,SD 33,DENVER,LIBERTARIAN PARTY
62120,549,SD 33,DENVER,DEMOCRATIC PARTY
62121,126,SD 33,DENVER,REPUBLICAN PARTY
62122,23,SD 33,DENVER,LIBERTARIAN PARTY
62176,292,SD 33,DENVER,DEMOCRATIC PARTY
62177,33,SD 33,DENVER,REPUBLICAN PARTY
62178,10,SD 33,DENVER,LIBERTARIAN PARTY
62232,155,SD 33,DENVER,DEMOCRATIC PARTY
62233,28,SD 33,DENVER,REPUBLICAN PARTY
62234,5,SD 33,DENVER,LIBERTARIAN PARTY
62288,560,SD 33,DENVER,DEMOCRATIC PARTY
62289,121,SD 33,DENVER,REPUBLICAN PARTY
62290,23,SD 33,DENVER,LIBERTARIAN PARTY
62344,658,SD 33,DENVER,DEMOCRATIC PARTY
62345,57,SD 33,DENVER,REPUBLICAN PARTY
62346,18,SD 33,DENVER,LIBERTARIAN PARTY
62400,600,SD 33,DENVER,DEMOCRATIC PARTY
62401,58,SD 33,DENVER,REPUBLICAN PARTY
62402,25,SD 33,DENVER,LIBERTARIAN PARTY
62456,448,SD 33,DENVER,DEMOCRATIC PARTY
62457,60,SD 33,DENVER,REPUBLICAN PARTY
62458,19,SD 33,DENVER,LIBERTARIAN PARTY
62512,522,SD 33,DENVER,DEMOCRATIC PARTY
62513,56,SD 33,DENVER,REPUBLICAN PARTY
62514,23,SD 33,DENVER,LIBERTARIAN PARTY
62568,602,SD 33,DENVER,DEMOCRATIC PARTY
62569,62,SD 33,DENVER,REPUBLICAN PARTY
62570,14,SD 33,DENVER,LIBERTARIAN PARTY
62624,571,SD 33,DENVER,DEMOCRATIC PARTY
62625,41,SD 33,DENVER,REPUBLICAN PARTY
62626,17,SD 33,DENVER,LIBERTARIAN PARTY
62680,591,SD 33,DENVER,DEMOCRATIC PARTY
62681,49,SD 33,DENVER,REPUBLICAN PARTY
62682,15,SD 33,DENVER,LIBERTARIAN PARTY
62736,606,SD 33,DENVER,DEMOCRATIC PARTY
62737,38,SD 33,DENVER,REPUBLICAN PARTY
62738,23,SD 33,DENVER,LIBERTARIAN PARTY
62792,607,SD 33,DENVER,DEMOCRATIC PARTY
62793,53,SD 33,DENVER,REPUBLICAN PARTY
62794,15,SD 33,DENVER,LIBERTARIAN PARTY
62848,539,SD 33,DENVER,DEMOCRATIC PARTY
62849,61,SD 33,DENVER,REPUBLICAN PARTY
62850,27,SD 33,DENVER,LIBERTARIAN PARTY
62904,601,SD 33,DENVER,DEMOCRATIC PARTY
62905,68,SD 33,DENVER,REPUBLICAN PARTY
62906,16,SD 33,DENVER,LIBERTARIAN PARTY
62960,545,SD 33,DENVER,DEMOCRATIC PARTY
62961,57,SD 33,DENVER,REPUBLICAN PARTY
62962,23,SD 33,DENVER,LIBERTARIAN PARTY
63016,584,SD 33,DENVER,DEMOCRATIC PARTY
63017,51,SD 33,DENVER,REPUBLICAN PARTY
63018,23,SD 33,DENVER,LIBERTARIAN PARTY
63072,583,SD 33,DENVER,DEMOCRATIC PARTY
63073,149,SD 33,DENVER,REPUBLICAN PARTY
63074,30,SD 33,DENVER,LIBERTARIAN PARTY
63128,592,SD 33,DENVER,DEMOCRATIC PARTY
63129,148,SD 33,DENVER,REPUBLICAN PARTY
63130,35,SD 33,DENVER,LIBERTARIAN PARTY
63184,530,SD 33,DENVER,DEMOCRATIC PARTY
63185,139,SD 33,DENVER,REPUBLICAN PARTY
63186,23,SD 33,DENVER,LIBERTARIAN PARTY
63240,588,SD 33,DENVER,DEMOCRATIC PARTY
63241,193,SD 33,DENVER,REPUBLICAN PARTY
63242,33,SD 33,DENVER,LIBERTARIAN PARTY
63296,650,SD 33,DENVER,DEMOCRATIC PARTY
63297,212,SD 33,DENVER,REPUBLICAN PARTY
63298,37,SD 33,DENVER,LIBERTARIAN PARTY
63352,540,SD 33,DENVER,DEMOCRATIC PARTY
63353,119,SD 33,DENVER,REPUBLICAN PARTY
63354,24,SD 33,DENVER,LIBERTARIAN PARTY
63408,378,SD 33,DENVER,DEMOCRATIC PARTY
63409,148,SD 33,DENVER,REPUBLICAN PARTY
63410,31,SD 33,DENVER,LIBERTARIAN PARTY
63464,641,SD 33,DENVER,DEMOCRATIC PARTY
63465,139,SD 33,DENVER,REPUBLICAN PARTY
63466,35,SD 33,DENVER,LIBERTARIAN PARTY
63520,567,SD 33,DENVER,DEMOCRATIC PARTY
63521,120,SD 33,DENVER,REPUBLICAN PARTY
63522,26,SD 33,DENVER,LIBERTARIAN PARTY
63576,473,SD 33,DENVER,DEMOCRATIC PARTY
63577,112,SD 33,DENVER,REPUBLICAN PARTY
63578,21,SD 33,DENVER,LIBERTARIAN PARTY
63632,531,SD 33,DENVER,DEMOCRATIC PARTY
63633,99,SD 33,DENVER,REPUBLICAN PARTY
63634,30,SD 33,DENVER,LIBERTARIAN PARTY
63688,577,SD 33,DENVER,DEMOCRATIC PARTY
63689,119,SD 33,DENVER,REPUBLICAN PARTY
63690,31,SD 33,DENVER,LIBERTARIAN PARTY
63744,504,SD 33,DENVER,DEMOCRATIC PARTY
63745,122,SD 33,DENVER,REPUBLICAN PARTY
63746,18,SD 33,DENVER,LIBERTARIAN PARTY
63800,585,SD 33,DENVER,DEMOCRATIC PARTY
63801,114,SD 33,DENVER,REPUBLICAN PARTY
63802,17,SD 33,DENVER,LIBERTARIAN PARTY
63856,549,SD 33,DENVER,DEMOCRATIC PARTY
63857,116,SD 33,DENVER,REPUBLICAN PARTY
63858,32,SD 33,DENVER,LIBERTARIAN PARTY
63912,354,SD 33,DENVER,DEMOCRATIC PARTY
63913,140,SD 33,DENVER,REPUBLICAN PARTY
63914,26,SD 33,DENVER,LIBERTARIAN PARTY
63968,486,SD 33,DENVER,DEMOCRATIC PARTY
63969,41,SD 33,DENVER,REPUBLICAN PARTY
63970,22,SD 33,DENVER,LIBERTARIAN PARTY
64025,551,SD 33,DENVER,DEMOCRATIC PARTY
64026,56,SD 33,DENVER,REPUBLICAN PARTY
64027,22,SD 33,DENVER,LIBERTARIAN PARTY
64082,460,SD 33,DENVER,DEMOCRATIC PARTY
64083,50,SD 33,DENVER,REPUBLICAN PARTY
64084,22,SD 33,DENVER,LIBERTARIAN PARTY
64139,501,SD 33,DENVER,DEMOCRATIC PARTY
64140,33,SD 33,DENVER,REPUBLICAN PARTY
64141,33,SD 33,DENVER,LIBERTARIAN PARTY
64196,483,SD 33,DENVER,DEMOCRATIC PARTY
64197,42,SD 33,DENVER,REPUBLICAN PARTY
64198,29,SD 33,DENVER,LIBERTARIAN PARTY
64253,854,SD 33,DENVER,DEMOCRATIC PARTY
64254,87,SD 33,DENVER,REPUBLICAN PARTY
64255,29,SD 33,DENVER,LIBERTARIAN PARTY
64310,833,SD 33,DENVER,DEMOCRATIC PARTY
64311,33,SD 33,DENVER,REPUBLICAN PARTY
64312,18,SD 33,DENVER,LIBERTARIAN PARTY
64367,806,SD 33,DENVER,DEMOCRATIC PARTY
64368,57,SD 33,DENVER,REPUBLICAN PARTY
64369,21,SD 33,DENVER,LIBERTARIAN PARTY
64424,664,SD 33,DENVER,DEMOCRATIC PARTY
64425,130,SD 33,DENVER,REPUBLICAN PARTY
64426,45,SD 33,DENVER,LIBERTARIAN PARTY
64481,644,SD 33,DENVER,DEMOCRATIC PARTY
64482,58,SD 33,DENVER,REPUBLICAN PARTY
64483,36,SD 33,DENVER,LIBERTARIAN PARTY
64538,637,SD 33,DENVER,DEMOCRATIC PARTY
64539,71,SD 33,DENVER,REPUBLICAN PARTY
64540,44,SD 33,DENVER,LIBERTARIAN PARTY
64595,597,SD 33,DENVER,DEMOCRATIC PARTY
64596,44,SD 33,DENVER,REPUBLICAN PARTY
64597,54,SD 33,DENVER,LIBERTARIAN PARTY
64652,550,SD 33,DENVER,DEMOCRATIC PARTY
64653,46,SD 33,DENVER,REPUBLICAN PARTY
64654,37,SD 33,DENVER,LIBERTARIAN PARTY
64709,534,SD 33,DENVER,DEMOCRATIC PARTY
64710,46,SD 33,DENVER,REPUBLICAN PARTY
64711,35,SD 33,DENVER,LIBERTARIAN PARTY
64766,527,SD 33,DENVER,DEMOCRATIC PARTY
64767,74,SD 33,DENVER,REPUBLICAN PARTY
64768,28,SD 33,DENVER,LIBERTARIAN PARTY
64823,557,SD 33,DENVER,DEMOCRATIC PARTY
64824,51,SD 33,DENVER,REPUBLICAN PARTY
64825,44,SD 33,DENVER,LIBERTARIAN PARTY
64880,510,SD 33,DENVER,DEMOCRATIC PARTY
64881,36,SD 33,DENVER,REPUBLICAN PARTY
64882,19,SD 33,DENVER,LIBERTARIAN PARTY
64937,497,SD 33,DENVER,DEMOCRATIC PARTY
64938,40,SD 33,DENVER,REPUBLICAN PARTY
64939,21,SD 33,DENVER,LIBERTARIAN PARTY
64994,709,SD 33,DENVER,DEMOCRATIC PARTY
64995,60,SD 33,DENVER,REPUBLICAN PARTY
64996,30,SD 33,DENVER,LIBERTARIAN PARTY
65051,648,SD 33,DENVER,DEMOCRATIC PARTY
65052,63,SD 33,DENVER,REPUBLICAN PARTY
65053,22,SD 33,DENVER,LIBERTARIAN PARTY
65108,694,SD 33,DENVER,DEMOCRATIC PARTY
65109,38,SD 33,DENVER,REPUBLICAN PARTY
65110,19,SD 33,DENVER,LIBERTARIAN PARTY
65165,699,SD 33,DENVER,DEMOCRATIC PARTY
65166,98,SD 33,DENVER,REPUBLICAN PARTY
65167,20,SD 33,DENVER,LIBERTARIAN PARTY
65222,687,SD 33,DENVER,DEMOCRATIC PARTY
65223,99,SD 33,DENVER,REPUBLICAN PARTY
65224,31,SD 33,DENVER,LIBERTARIAN PARTY
65279,692,SD 33,DENVER,DEMOCRATIC PARTY
65280,96,SD 33,DENVER,REPUBLICAN PARTY
65281,28,SD 33,DENVER,LIBERTARIAN PARTY
65336,597,SD 33,DENVER,DEMOCRATIC PARTY
65337,99,SD 33,DENVER,REPUBLICAN PARTY
65338,45,SD 33,DENVER,LIBERTARIAN PARTY
65393,688,SD 33,DENVER,DEMOCRATIC PARTY
65394,89,SD 33,DENVER,REPUBLICAN PARTY
65395,38,SD 33,DENVER,LIBERTARIAN PARTY
65450,793,SD 33,DENVER,DEMOCRATIC PARTY
65451,140,SD 33,DENVER,REPUBLICAN PARTY
65452,73,SD 33,DENVER,LIBERTARIAN PARTY
65507,716,SD 33,DENVER,DEMOCRATIC PARTY
65508,171,SD 33,DENVER,REPUBLICAN PARTY
65509,50,SD 33,DENVER,LIBERTARIAN PARTY
65564,705,SD 33,DENVER,DEMOCRATIC PARTY
65565,104,SD 33,DENVER,REPUBLICAN PARTY
65566,47,SD 33,DENVER,LIBERTARIAN PARTY
65621,668,SD 33,DENVER,DEMOCRATIC PARTY
65622,139,SD 33,DENVER,REPUBLICAN PARTY
65623,31,SD 33,DENVER,LIBERTARIAN PARTY
65678,704,SD 33,DENVER,DEMOCRATIC PARTY
65679,127,SD 33,DENVER,REPUBLICAN PARTY
65680,21,SD 33,DENVER,LIBERTARIAN PARTY
65735,661,SD 33,DENVER,DEMOCRATIC PARTY
65736,154,SD 33,DENVER,REPUBLICAN PARTY
65737,37,SD 33,DENVER,LIBERTARIAN PARTY
65792,613,SD 33,DENVER,DEMOCRATIC PARTY
65793,146,SD 33,DENVER,REPUBLICAN PARTY
65794,26,SD 33,DENVER,LIBERTARIAN PARTY
65849,695,SD 33,DENVER,DEMOCRATIC PARTY
65850,155,SD 33,DENVER,REPUBLICAN PARTY
65851,28,SD 33,DENVER,LIBERTARIAN PARTY
65906,765,SD 33,DENVER,DEMOCRATIC PARTY
65907,212,SD 33,DENVER,REPUBLICAN PARTY
65908,58,SD 33,DENVER,LIBERTARIAN PARTY
65963,636,SD 33,DENVER,DEMOCRATIC PARTY
65964,121,SD 33,DENVER,REPUBLICAN PARTY
65965,53,SD 33,DENVER,LIBERTARIAN PARTY
66020,616,SD 33,DENVER,DEMOCRATIC PARTY
66021,104,SD 33,DENVER,REPUBLICAN PARTY
66022,43,SD 33,DENVER,LIBERTARIAN PARTY
66077,360,SD 33,DENVER,DEMOCRATIC PARTY
66078,69,SD 33,DENVER,REPUBLICAN PARTY
66079,15,SD 33,DENVER,LIBERTARIAN PARTY
66134,320,SD 33,DENVER,DEMOCRATIC PARTY
66135,95,SD 33,DENVER,REPUBLICAN PARTY
66136,9,SD 33,DENVER,LIBERTARIAN PARTY
66191,377,SD 33,DENVER,DEMOCRATIC PARTY
66192,83,SD 33,DENVER,REPUBLICAN PARTY
66193,19,SD 33,DENVER,LIBERTARIAN PARTY
70154,54,SD 4,DOUGLAS,DEMOCRATIC PARTY
70155,143,SD 4,DOUGLAS,REPUBLICAN PARTY
70156,13,SD 4,DOUGLAS,LIBERTARIAN PARTY
70204,186,SD 4,DOUGLAS,DEMOCRATIC PARTY
70205,387,SD 4,DOUGLAS,REPUBLICAN PARTY
70206,27,SD 4,DOUGLAS,LIBERTARIAN PARTY
70254,211,SD 4,DOUGLAS,DEMOCRATIC PARTY
70255,577,SD 4,DOUGLAS,REPUBLICAN PARTY
70256,33,SD 4,DOUGLAS,LIBERTARIAN PARTY
70306,167,SD 4,DOUGLAS,DEMOCRATIC PARTY
70307,398,SD 4,DOUGLAS,REPUBLICAN PARTY
70308,27,SD 4,DOUGLAS,LIBERTARIAN PARTY
70358,404,SD 4,DOUGLAS,DEMOCRATIC PARTY
70359,951,SD 4,DOUGLAS,REPUBLICAN PARTY
70360,62,SD 4,DOUGLAS,LIBERTARIAN PARTY
70410,211,SD 4,DOUGLAS,DEMOCRATIC PARTY
70411,643,SD 4,DOUGLAS,REPUBLICAN PARTY
70412,29,SD 4,DOUGLAS,LIBERTARIAN PARTY
70462,241,SD 4,DOUGLAS,DEMOCRATIC PARTY
70463,548,SD 4,DOUGLAS,REPUBLICAN PARTY
70464,33,SD 4,DOUGLAS,LIBERTARIAN PARTY
70514,286,SD 4,DOUGLAS,DEMOCRATIC PARTY
70515,721,SD 4,DOUGLAS,REPUBLICAN PARTY
70516,38,SD 4,DOUGLAS,LIBERTARIAN PARTY
70564,120,SD 4,DOUGLAS,DEMOCRATIC PARTY
70565,315,SD 4,DOUGLAS,REPUBLICAN PARTY
70566,11,SD 4,DOUGLAS,LIBERTARIAN PARTY
70614,52,SD 4,DOUGLAS,DEMOCRATIC PARTY
70615,125,SD 4,DOUGLAS,REPUBLICAN PARTY
70616,9,SD 4,DOUGLAS,LIBERTARIAN PARTY
70664,362,SD 4,DOUGLAS,DEMOCRATIC PARTY
70665,798,SD 4,DOUGLAS,REPUBLICAN PARTY
70666,36,SD 4,DOUGLAS,LIBERTARIAN PARTY
70714,312,SD 4,DOUGLAS,DEMOCRATIC PARTY
70715,762,SD 4,DOUGLAS,REPUBLICAN PARTY
70716,43,SD 4,DOUGLAS,LIBERTARIAN PARTY
70764,149,SD 4,DOUGLAS,DEMOCRATIC PARTY
70765,439,SD 4,DOUGLAS,REPUBLICAN PARTY
70766,35,SD 4,DOUGLAS,LIBERTARIAN PARTY
70814,321,SD 4,DOUGLAS,DEMOCRATIC PARTY
70815,994,SD 4,DOUGLAS,REPUBLICAN PARTY
70816,41,SD 4,DOUGLAS,LIBERTARIAN PARTY
70866,188,SD 4,DOUGLAS,DEMOCRATIC PARTY
70867,636,SD 4,DOUGLAS,REPUBLICAN PARTY
70868,22,SD 4,DOUGLAS,LIBERTARIAN PARTY
70916,222,SD 4,DOUGLAS,DEMOCRATIC PARTY
70917,770,SD 4,DOUGLAS,REPUBLICAN PARTY
70918,42,SD 4,DOUGLAS,LIBERTARIAN PARTY
70966,431,SD 4,DOUGLAS,DEMOCRATIC PARTY
70967,590,SD 4,DOUGLAS,REPUBLICAN PARTY
70968,82,SD 4,DOUGLAS,LIBERTARIAN PARTY
71017,654,SD 4,DOUGLAS,DEMOCRATIC PARTY
71018,935,SD 4,DOUGLAS,REPUBLICAN PARTY
71019,130,SD 4,DOUGLAS,LIBERTARIAN PARTY
71068,371,SD 4,DOUGLAS,DEMOCRATIC PARTY
