,YES VOTES,DISTRICT,COUNTY,PARTY
53957,131,SD 31,DENVER,REPUBLICAN PARTY
53958,774,SD 31,DENVER,DEMOCRATIC PARTY
54014,131,SD 31,DENVER,REPUBLICAN PARTY
54015,585,SD 31,DENVER,DEMOCRATIC PARTY
54071,127,SD 31,DENVER,REPUBLICAN PARTY
54072,685,SD 31,DENVER,DEMOCRATIC PARTY
54128,141,SD 31,DENVER,REPUBLICAN PARTY
54129,819,SD 31,DENVER,DEMOCRATIC PARTY
54185,148,SD 31,DENVER,REPUBLICAN PARTY
54186,688,SD 31,DENVER,DEMOCRATIC PARTY
54242,148,SD 31,DENVER,REPUBLICAN PARTY
54243,630,SD 31,DENVER,DEMOCRATIC PARTY
54299,170,SD 31,DENVER,REPUBLICAN PARTY
54300,777,SD 31,DENVER,DEMOCRATIC PARTY
54356,158,SD 31,DENVER,REPUBLICAN PARTY
54357,816,SD 31,DENVER,DEMOCRATIC PARTY
54413,178,SD 31,DENVER,REPUBLICAN PARTY
54414,592,SD 31,DENVER,DEMOCRATIC PARTY
54470,160,SD 31,DENVER,REPUBLICAN PARTY
54471,793,SD 31,DENVER,DEMOCRATIC PARTY
54527,120,SD 31,DENVER,REPUBLICAN PARTY
54528,653,SD 31,DENVER,DEMOCRATIC PARTY
54584,177,SD 31,DENVER,REPUBLICAN PARTY
54585,581,SD 31,DENVER,DEMOCRATIC PARTY
54641,184,SD 31,DENVER,REPUBLICAN PARTY
54642,641,SD 31,DENVER,DEMOCRATIC PARTY
54698,186,SD 31,DENVER,REPUBLICAN PARTY
54699,869,SD 31,DENVER,DEMOCRATIC PARTY
54755,240,SD 31,DENVER,REPUBLICAN PARTY
54756,666,SD 31,DENVER,DEMOCRATIC PARTY
54811,306,SD 31,DENVER,REPUBLICAN PARTY
54812,689,SD 31,DENVER,DEMOCRATIC PARTY
54867,287,SD 31,DENVER,REPUBLICAN PARTY
54868,603,SD 31,DENVER,DEMOCRATIC PARTY
54923,66,SD 31,DENVER,REPUBLICAN PARTY
54924,173,SD 31,DENVER,DEMOCRATIC PARTY
54979,248,SD 31,DENVER,REPUBLICAN PARTY
54980,587,SD 31,DENVER,DEMOCRATIC PARTY
55035,324,SD 31,DENVER,REPUBLICAN PARTY
55036,602,SD 31,DENVER,DEMOCRATIC PARTY
55091,321,SD 31,DENVER,REPUBLICAN PARTY
55092,683,SD 31,DENVER,DEMOCRATIC PARTY
55147,331,SD 31,DENVER,REPUBLICAN PARTY
55148,830,SD 31,DENVER,DEMOCRATIC PARTY
55203,354,SD 31,DENVER,REPUBLICAN PARTY
55204,828,SD 31,DENVER,DEMOCRATIC PARTY
55259,383,SD 31,DENVER,REPUBLICAN PARTY
55260,579,SD 31,DENVER,DEMOCRATIC PARTY
