,YES VOTES,DISTRICT,COUNTY,PARTY
97677,419,SD 13,WELD,REPUBLICAN PARTY
97678,708,SD 13,WELD,REPUBLICAN PARTY
97679,311,SD 13,WELD,REPUBLICAN PARTY
97680,565,SD 13,WELD,REPUBLICAN PARTY
97681,213,SD 13,WELD,REPUBLICAN PARTY
97682,480,SD 13,WELD,REPUBLICAN PARTY
97683,291,SD 13,WELD,REPUBLICAN PARTY
97684,372,SD 13,WELD,REPUBLICAN PARTY
97685,301,SD 13,WELD,REPUBLICAN PARTY
97686,483,SD 13,WELD,REPUBLICAN PARTY
97687,257,SD 13,WELD,REPUBLICAN PARTY
97688,280,SD 15,LARIMER,REPUBLICAN PARTY
97689,850,SD 15,LARIMER,REPUBLICAN PARTY
97690,596,SD 15,LARIMER,REPUBLICAN PARTY
97691,62,SD 15,LARIMER,REPUBLICAN PARTY
97692,264,SD 15,LARIMER,REPUBLICAN PARTY
97693,404,SD 15,LARIMER,REPUBLICAN PARTY
97694,650,SD 15,LARIMER,REPUBLICAN PARTY
97695,878,SD 15,LARIMER,REPUBLICAN PARTY
97696,609,SD 15,LARIMER,REPUBLICAN PARTY
97697,413,SD 15,LARIMER,REPUBLICAN PARTY
97698,626,SD 15,LARIMER,REPUBLICAN PARTY
97699,372,SD 15,LARIMER,REPUBLICAN PARTY
97700,597,SD 15,LARIMER,REPUBLICAN PARTY
97701,533,SD 15,LARIMER,REPUBLICAN PARTY
97702,528,SD 15,LARIMER,REPUBLICAN PARTY
97703,609,SD 15,LARIMER,REPUBLICAN PARTY
97704,487,SD 15,LARIMER,REPUBLICAN PARTY
97705,721,SD 15,LARIMER,REPUBLICAN PARTY
97706,712,SD 15,LARIMER,REPUBLICAN PARTY
97707,729,SD 15,LARIMER,REPUBLICAN PARTY
97708,728,SD 15,LARIMER,REPUBLICAN PARTY
97709,652,SD 15,LARIMER,REPUBLICAN PARTY
97710,807,SD 15,LARIMER,REPUBLICAN PARTY
97711,18,SD 15,LARIMER,REPUBLICAN PARTY
97712,106,SD 15,LARIMER,REPUBLICAN PARTY
97713,548,SD 15,LARIMER,REPUBLICAN PARTY
97714,578,SD 15,LARIMER,REPUBLICAN PARTY
97715,487,SD 15,LARIMER,REPUBLICAN PARTY
97716,709,SD 15,LARIMER,REPUBLICAN PARTY
97717,491,SD 15,LARIMER,REPUBLICAN PARTY
97718,948,SD 15,LARIMER,REPUBLICAN PARTY
97719,691,SD 15,LARIMER,REPUBLICAN PARTY
97720,731,SD 15,LARIMER,REPUBLICAN PARTY
97721,566,SD 15,LARIMER,REPUBLICAN PARTY
97722,675,SD 15,LARIMER,REPUBLICAN PARTY
97723,615,SD 15,LARIMER,REPUBLICAN PARTY
97724,633,SD 15,LARIMER,REPUBLICAN PARTY
97725,507,SD 15,LARIMER,REPUBLICAN PARTY
97726,564,SD 15,LARIMER,REPUBLICAN PARTY
97727,897,SD 15,LARIMER,REPUBLICAN PARTY
97728,526,SD 15,LARIMER,REPUBLICAN PARTY
97729,410,SD 15,LARIMER,REPUBLICAN PARTY
97730,454,SD 15,LARIMER,REPUBLICAN PARTY
97731,504,SD 15,LARIMER,REPUBLICAN PARTY
97732,713,SD 15,LARIMER,REPUBLICAN PARTY
97733,603,SD 15,LARIMER,REPUBLICAN PARTY
97734,628,SD 15,LARIMER,REPUBLICAN PARTY
97735,573,SD 15,LARIMER,REPUBLICAN PARTY
97736,859,SD 15,LARIMER,REPUBLICAN PARTY
97737,819,SD 15,LARIMER,REPUBLICAN PARTY
97738,718,SD 15,LARIMER,REPUBLICAN PARTY
97739,654,SD 15,LARIMER,REPUBLICAN PARTY
97740,626,SD 15,LARIMER,REPUBLICAN PARTY
97741,616,SD 15,LARIMER,REPUBLICAN PARTY
97742,827,SD 15,LARIMER,REPUBLICAN PARTY
97743,621,SD 15,LARIMER,REPUBLICAN PARTY
97744,607,SD 15,LARIMER,REPUBLICAN PARTY
97745,350,SD 15,LARIMER,REPUBLICAN PARTY
97746,740,SD 15,LARIMER,REPUBLICAN PARTY
97747,663,SD 15,LARIMER,REPUBLICAN PARTY
97748,673,SD 15,LARIMER,REPUBLICAN PARTY
97749,555,SD 15,LARIMER,REPUBLICAN PARTY
97750,660,SD 15,LARIMER,REPUBLICAN PARTY
97751,355,SD 15,LARIMER,REPUBLICAN PARTY
97752,870,SD 15,LARIMER,REPUBLICAN PARTY
97753,708,SD 15,LARIMER,REPUBLICAN PARTY
97754,751,SD 15,LARIMER,REPUBLICAN PARTY
97755,722,SD 15,LARIMER,REPUBLICAN PARTY
97756,769,SD 15,LARIMER,REPUBLICAN PARTY
97757,841,SD 15,LARIMER,REPUBLICAN PARTY
97758,774,SD 15,LARIMER,REPUBLICAN PARTY
97759,702,SD 15,LARIMER,REPUBLICAN PARTY
97760,634,SD 15,LARIMER,REPUBLICAN PARTY
97761,819,SD 15,LARIMER,REPUBLICAN PARTY
97762,116,SD 15,LARIMER,REPUBLICAN PARTY
97763,373,SD 15,LARIMER,REPUBLICAN PARTY
97764,690,SD 15,LARIMER,REPUBLICAN PARTY
97765,396,SD 15,LARIMER,REPUBLICAN PARTY
97766,391,SD 15,LARIMER,REPUBLICAN PARTY
97767,388,SD 15,LARIMER,REPUBLICAN PARTY
97768,12,SD 15,LARIMER,REPUBLICAN PARTY
97769,295,SD 16,BOULDER,DEMOCRATIC PARTY
97770,283,SD 16,BOULDER,DEMOCRATIC PARTY
97771,132,SD 16,BOULDER,DEMOCRATIC PARTY
97772,438,SD 16,BOULDER,DEMOCRATIC PARTY
97773,484,SD 16,BOULDER,DEMOCRATIC PARTY
97774,296,SD 16,BOULDER,DEMOCRATIC PARTY
97775,396,SD 16,BOULDER,DEMOCRATIC PARTY
97776,366,SD 16,BOULDER,DEMOCRATIC PARTY
97777,163,SD 16,BOULDER,DEMOCRATIC PARTY
97778,422,SD 16,BOULDER,DEMOCRATIC PARTY
97779,247,SD 16,BOULDER,DEMOCRATIC PARTY
97780,363,SD 16,DENVER,DEMOCRATIC PARTY
97781,417,SD 16,DENVER,DEMOCRATIC PARTY
97782,406,SD 16,DENVER,DEMOCRATIC PARTY
97783,429,SD 16,DENVER,DEMOCRATIC PARTY
97784,392,SD 16,DENVER,DEMOCRATIC PARTY
97785,350,SD 16,DENVER,DEMOCRATIC PARTY
97786,327,SD 16,DENVER,DEMOCRATIC PARTY
97787,343,SD 16,DENVER,DEMOCRATIC PARTY
97788,381,SD 16,DENVER,DEMOCRATIC PARTY
97789,422,SD 16,DENVER,DEMOCRATIC PARTY
97790,280,SD 16,DENVER,DEMOCRATIC PARTY
97791,266,SD 16,DENVER,DEMOCRATIC PARTY
97792,373,SD 16,DENVER,DEMOCRATIC PARTY
97793,369,SD 16,DENVER,DEMOCRATIC PARTY
97794,347,SD 16,DENVER,DEMOCRATIC PARTY
97795,216,SD 16,GILPIN,DEMOCRATIC PARTY
97796,193,SD 16,GILPIN,DEMOCRATIC PARTY
97797,263,SD 16,GILPIN,DEMOCRATIC PARTY
97798,218,SD 16,GILPIN,DEMOCRATIC PARTY
97799,216,SD 16,GILPIN,DEMOCRATIC PARTY
97800,365,SD 16,GILPIN,DEMOCRATIC PARTY
97801,66,SD 16,JEFFERSON,DEMOCRATIC PARTY
97802,255,SD 16,JEFFERSON,DEMOCRATIC PARTY
97803,248,SD 16,JEFFERSON,DEMOCRATIC PARTY
97804,501,SD 16,JEFFERSON,DEMOCRATIC PARTY
97805,281,SD 16,JEFFERSON,DEMOCRATIC PARTY
97806,407,SD 16,JEFFERSON,DEMOCRATIC PARTY
97807,477,SD 16,JEFFERSON,DEMOCRATIC PARTY
97808,371,SD 16,JEFFERSON,DEMOCRATIC PARTY
97809,542,SD 16,JEFFERSON,DEMOCRATIC PARTY
97810,218,SD 16,JEFFERSON,DEMOCRATIC PARTY
97811,288,SD 16,JEFFERSON,DEMOCRATIC PARTY
97812,565,SD 16,JEFFERSON,DEMOCRATIC PARTY
97813,210,SD 16,JEFFERSON,DEMOCRATIC PARTY
97814,306,SD 16,JEFFERSON,DEMOCRATIC PARTY
97815,690,SD 16,JEFFERSON,DEMOCRATIC PARTY
97816,454,SD 16,JEFFERSON,DEMOCRATIC PARTY
97817,376,SD 16,JEFFERSON,DEMOCRATIC PARTY
97818,340,SD 16,JEFFERSON,DEMOCRATIC PARTY
97819,463,SD 16,JEFFERSON,DEMOCRATIC PARTY
97820,364,SD 16,JEFFERSON,DEMOCRATIC PARTY
97821,400,SD 16,JEFFERSON,DEMOCRATIC PARTY
97822,266,SD 16,JEFFERSON,DEMOCRATIC PARTY
97823,361,SD 16,JEFFERSON,DEMOCRATIC PARTY
97824,439,SD 16,JEFFERSON,DEMOCRATIC PARTY
97825,377,SD 16,JEFFERSON,DEMOCRATIC PARTY
97826,406,SD 16,JEFFERSON,DEMOCRATIC PARTY
97827,451,SD 16,JEFFERSON,DEMOCRATIC PARTY
97828,383,SD 16,JEFFERSON,DEMOCRATIC PARTY
97829,355,SD 16,JEFFERSON,DEMOCRATIC PARTY
97830,509,SD 16,JEFFERSON,DEMOCRATIC PARTY
97831,429,SD 16,JEFFERSON,DEMOCRATIC PARTY
97832,338,SD 16,JEFFERSON,DEMOCRATIC PARTY
97833,374,SD 16,JEFFERSON,DEMOCRATIC PARTY
97834,218,SD 16,JEFFERSON,DEMOCRATIC PARTY
97835,316,SD 16,JEFFERSON,DEMOCRATIC PARTY
97836,366,SD 16,JEFFERSON,DEMOCRATIC PARTY
97837,516,SD 16,JEFFERSON,DEMOCRATIC PARTY
97838,370,SD 16,JEFFERSON,DEMOCRATIC PARTY
97839,183,SD 16,JEFFERSON,DEMOCRATIC PARTY
97840,402,SD 16,JEFFERSON,DEMOCRATIC PARTY
97841,434,SD 16,JEFFERSON,DEMOCRATIC PARTY
97842,333,SD 16,JEFFERSON,DEMOCRATIC PARTY
97843,134,SD 16,JEFFERSON,DEMOCRATIC PARTY
97844,369,SD 16,JEFFERSON,DEMOCRATIC PARTY
97845,419,SD 16,JEFFERSON,DEMOCRATIC PARTY
97846,336,SD 16,JEFFERSON,DEMOCRATIC PARTY
97847,240,SD 16,JEFFERSON,DEMOCRATIC PARTY
97848,343,SD 16,JEFFERSON,DEMOCRATIC PARTY
97849,403,SD 16,JEFFERSON,DEMOCRATIC PARTY
97850,584,SD 16,JEFFERSON,DEMOCRATIC PARTY
97851,369,SD 16,JEFFERSON,DEMOCRATIC PARTY
97852,596,SD 16,JEFFERSON,DEMOCRATIC PARTY
97853,422,SD 16,JEFFERSON,DEMOCRATIC PARTY
97854,734,SD 16,JEFFERSON,DEMOCRATIC PARTY
97855,560,SD 16,JEFFERSON,DEMOCRATIC PARTY
97856,520,SD 16,JEFFERSON,DEMOCRATIC PARTY
97857,481,SD 16,JEFFERSON,DEMOCRATIC PARTY
97858,496,SD 16,JEFFERSON,DEMOCRATIC PARTY
97859,477,SD 16,JEFFERSON,DEMOCRATIC PARTY
97860,50,SD 16,JEFFERSON,DEMOCRATIC PARTY
97861,95,SD 16,JEFFERSON,DEMOCRATIC PARTY
97862,59,SD 16,BOULDER,REPUBLICAN PARTY
97863,126,SD 16,BOULDER,REPUBLICAN PARTY
97864,46,SD 16,BOULDER,REPUBLICAN PARTY
97865,317,SD 16,BOULDER,REPUBLICAN PARTY
97866,278,SD 16,BOULDER,REPUBLICAN PARTY
97867,145,SD 16,BOULDER,REPUBLICAN PARTY
97868,335,SD 16,BOULDER,REPUBLICAN PARTY
97869,283,SD 16,BOULDER,REPUBLICAN PARTY
97870,89,SD 16,BOULDER,REPUBLICAN PARTY
97871,239,SD 16,BOULDER,REPUBLICAN PARTY
97872,89,SD 16,BOULDER,REPUBLICAN PARTY
97873,291,SD 16,DENVER,REPUBLICAN PARTY
97874,267,SD 16,DENVER,REPUBLICAN PARTY
97875,294,SD 16,DENVER,REPUBLICAN PARTY
97876,297,SD 16,DENVER,REPUBLICAN PARTY
97877,359,SD 16,DENVER,REPUBLICAN PARTY
97878,467,SD 16,DENVER,REPUBLICAN PARTY
97879,371,SD 16,DENVER,REPUBLICAN PARTY
97880,313,SD 16,DENVER,REPUBLICAN PARTY
97881,297,SD 16,DENVER,REPUBLICAN PARTY
97882,407,SD 16,DENVER,REPUBLICAN PARTY
97883,340,SD 16,DENVER,REPUBLICAN PARTY
97884,333,SD 16,DENVER,REPUBLICAN PARTY
97885,298,SD 16,DENVER,REPUBLICAN PARTY
97886,332,SD 16,DENVER,REPUBLICAN PARTY
97887,485,SD 16,DENVER,REPUBLICAN PARTY
97888,230,SD 16,GILPIN,REPUBLICAN PARTY
97889,300,SD 16,GILPIN,REPUBLICAN PARTY
97890,326,SD 16,GILPIN,REPUBLICAN PARTY
97891,180,SD 16,GILPIN,REPUBLICAN PARTY
97892,182,SD 16,GILPIN,REPUBLICAN PARTY
97893,138,SD 16,GILPIN,REPUBLICAN PARTY
97894,87,SD 16,JEFFERSON,REPUBLICAN PARTY
97895,414,SD 16,JEFFERSON,REPUBLICAN PARTY
97896,336,SD 16,JEFFERSON,REPUBLICAN PARTY
97897,801,SD 16,JEFFERSON,REPUBLICAN PARTY
97898,513,SD 16,JEFFERSON,REPUBLICAN PARTY
97899,761,SD 16,JEFFERSON,REPUBLICAN PARTY
97900,619,SD 16,JEFFERSON,REPUBLICAN PARTY
97901,607,SD 16,JEFFERSON,REPUBLICAN PARTY
97902,832,SD 16,JEFFERSON,REPUBLICAN PARTY
97903,424,SD 16,JEFFERSON,REPUBLICAN PARTY
97904,451,SD 16,JEFFERSON,REPUBLICAN PARTY
97905,923,SD 16,JEFFERSON,REPUBLICAN PARTY
97906,335,SD 16,JEFFERSON,REPUBLICAN PARTY
97907,504,SD 16,JEFFERSON,REPUBLICAN PARTY
97908,724,SD 16,JEFFERSON,REPUBLICAN PARTY
97909,366,SD 16,JEFFERSON,REPUBLICAN PARTY
97910,339,SD 16,JEFFERSON,REPUBLICAN PARTY
97911,606,SD 16,JEFFERSON,REPUBLICAN PARTY
97912,736,SD 16,JEFFERSON,REPUBLICAN PARTY
97913,408,SD 16,JEFFERSON,REPUBLICAN PARTY
97914,491,SD 16,JEFFERSON,REPUBLICAN PARTY
97915,314,SD 16,JEFFERSON,REPUBLICAN PARTY
97916,292,SD 16,JEFFERSON,REPUBLICAN PARTY
97917,341,SD 16,JEFFERSON,REPUBLICAN PARTY
97918,330,SD 16,JEFFERSON,REPUBLICAN PARTY
97919,438,SD 16,JEFFERSON,REPUBLICAN PARTY
97920,444,SD 16,JEFFERSON,REPUBLICAN PARTY
97921,463,SD 16,JEFFERSON,REPUBLICAN PARTY
97922,471,SD 16,JEFFERSON,REPUBLICAN PARTY
97923,409,SD 16,JEFFERSON,REPUBLICAN PARTY
97924,493,SD 16,JEFFERSON,REPUBLICAN PARTY
97925,382,SD 16,JEFFERSON,REPUBLICAN PARTY
97926,482,SD 16,JEFFERSON,REPUBLICAN PARTY
97927,196,SD 16,JEFFERSON,REPUBLICAN PARTY
97928,423,SD 16,JEFFERSON,REPUBLICAN PARTY
97929,500,SD 16,JEFFERSON,REPUBLICAN PARTY
97930,708,SD 16,JEFFERSON,REPUBLICAN PARTY
97931,524,SD 16,JEFFERSON,REPUBLICAN PARTY
97932,225,SD 16,JEFFERSON,REPUBLICAN PARTY
97933,479,SD 16,JEFFERSON,REPUBLICAN PARTY
97934,586,SD 16,JEFFERSON,REPUBLICAN PARTY
97935,433,SD 16,JEFFERSON,REPUBLICAN PARTY
97936,277,SD 16,JEFFERSON,REPUBLICAN PARTY
97937,588,SD 16,JEFFERSON,REPUBLICAN PARTY
97938,472,SD 16,JEFFERSON,REPUBLICAN PARTY
97939,435,SD 16,JEFFERSON,REPUBLICAN PARTY
97940,470,SD 16,JEFFERSON,REPUBLICAN PARTY
97941,300,SD 16,JEFFERSON,REPUBLICAN PARTY
97942,344,SD 16,JEFFERSON,REPUBLICAN PARTY
97943,466,SD 16,JEFFERSON,REPUBLICAN PARTY
97944,254,SD 16,JEFFERSON,REPUBLICAN PARTY
97945,617,SD 16,JEFFERSON,REPUBLICAN PARTY
97946,306,SD 16,JEFFERSON,REPUBLICAN PARTY
97947,429,SD 16,JEFFERSON,REPUBLICAN PARTY
97948,631,SD 16,JEFFERSON,REPUBLICAN PARTY
97949,353,SD 16,JEFFERSON,REPUBLICAN PARTY
97950,263,SD 16,JEFFERSON,REPUBLICAN PARTY
97951,195,SD 16,JEFFERSON,REPUBLICAN PARTY
97952,312,SD 16,JEFFERSON,REPUBLICAN PARTY
97953,42,SD 16,JEFFERSON,REPUBLICAN PARTY
97954,154,SD 16,JEFFERSON,REPUBLICAN PARTY
97955,16,SD 19,JEFFERSON,LIBERTARIAN PARTY
97956,46,SD 19,JEFFERSON,LIBERTARIAN PARTY
97957,54,SD 19,JEFFERSON,LIBERTARIAN PARTY
97958,77,SD 19,JEFFERSON,LIBERTARIAN PARTY
97959,50,SD 19,JEFFERSON,LIBERTARIAN PARTY
97960,59,SD 19,JEFFERSON,LIBERTARIAN PARTY
97961,41,SD 19,JEFFERSON,LIBERTARIAN PARTY
97962,51,SD 19,JEFFERSON,LIBERTARIAN PARTY
97963,73,SD 19,JEFFERSON,LIBERTARIAN PARTY
97964,47,SD 19,JEFFERSON,LIBERTARIAN PARTY
97965,48,SD 19,JEFFERSON,LIBERTARIAN PARTY
97966,37,SD 19,JEFFERSON,LIBERTARIAN PARTY
97967,77,SD 19,JEFFERSON,LIBERTARIAN PARTY
97968,67,SD 19,JEFFERSON,LIBERTARIAN PARTY
97969,41,SD 19,JEFFERSON,LIBERTARIAN PARTY
97970,41,SD 19,JEFFERSON,LIBERTARIAN PARTY
97971,48,SD 19,JEFFERSON,LIBERTARIAN PARTY
97972,60,SD 19,JEFFERSON,LIBERTARIAN PARTY
97973,42,SD 19,JEFFERSON,LIBERTARIAN PARTY
97974,34,SD 19,JEFFERSON,LIBERTARIAN PARTY
97975,49,SD 19,JEFFERSON,LIBERTARIAN PARTY
97976,87,SD 19,JEFFERSON,LIBERTARIAN PARTY
97977,90,SD 19,JEFFERSON,LIBERTARIAN PARTY
97978,81,SD 19,JEFFERSON,LIBERTARIAN PARTY
97979,87,SD 19,JEFFERSON,LIBERTARIAN PARTY
97980,60,SD 19,JEFFERSON,LIBERTARIAN PARTY
97981,100,SD 19,JEFFERSON,LIBERTARIAN PARTY
97982,49,SD 19,JEFFERSON,LIBERTARIAN PARTY
97983,60,SD 19,JEFFERSON,LIBERTARIAN PARTY
97984,58,SD 19,JEFFERSON,LIBERTARIAN PARTY
97985,59,SD 19,JEFFERSON,LIBERTARIAN PARTY
97986,50,SD 19,JEFFERSON,LIBERTARIAN PARTY
97987,60,SD 19,JEFFERSON,LIBERTARIAN PARTY
97988,61,SD 19,JEFFERSON,LIBERTARIAN PARTY
97989,40,SD 19,JEFFERSON,LIBERTARIAN PARTY
97990,76,SD 19,JEFFERSON,LIBERTARIAN PARTY
97991,57,SD 19,JEFFERSON,LIBERTARIAN PARTY
97992,36,SD 19,JEFFERSON,LIBERTARIAN PARTY
97993,61,SD 19,JEFFERSON,LIBERTARIAN PARTY
97994,95,SD 19,JEFFERSON,LIBERTARIAN PARTY
97995,62,SD 19,JEFFERSON,LIBERTARIAN PARTY
97996,53,SD 19,JEFFERSON,LIBERTARIAN PARTY
97997,65,SD 19,JEFFERSON,LIBERTARIAN PARTY
97998,85,SD 19,JEFFERSON,LIBERTARIAN PARTY
97999,41,SD 19,JEFFERSON,LIBERTARIAN PARTY
98000,55,SD 19,JEFFERSON,LIBERTARIAN PARTY
98001,63,SD 19,JEFFERSON,LIBERTARIAN PARTY
98002,56,SD 19,JEFFERSON,LIBERTARIAN PARTY
98003,79,SD 19,JEFFERSON,LIBERTARIAN PARTY
98004,73,SD 19,JEFFERSON,LIBERTARIAN PARTY
98005,74,SD 19,JEFFERSON,LIBERTARIAN PARTY
98006,75,SD 19,JEFFERSON,LIBERTARIAN PARTY
98007,62,SD 19,JEFFERSON,LIBERTARIAN PARTY
98008,81,SD 19,JEFFERSON,LIBERTARIAN PARTY
98009,55,SD 19,JEFFERSON,LIBERTARIAN PARTY
98010,66,SD 19,JEFFERSON,LIBERTARIAN PARTY
98011,87,SD 19,JEFFERSON,LIBERTARIAN PARTY
98012,83,SD 19,JEFFERSON,LIBERTARIAN PARTY
98013,76,SD 19,JEFFERSON,LIBERTARIAN PARTY
98014,48,SD 19,JEFFERSON,LIBERTARIAN PARTY
98015,473,SD 19,JEFFERSON,REPUBLICAN PARTY
98016,860,SD 19,JEFFERSON,REPUBLICAN PARTY
98017,784,SD 19,JEFFERSON,REPUBLICAN PARTY
98018,636,SD 19,JEFFERSON,REPUBLICAN PARTY
98019,458,SD 19,JEFFERSON,REPUBLICAN PARTY
98020,878,SD 19,JEFFERSON,REPUBLICAN PARTY
98021,437,SD 19,JEFFERSON,REPUBLICAN PARTY
98022,469,SD 19,JEFFERSON,REPUBLICAN PARTY
98023,772,SD 19,JEFFERSON,REPUBLICAN PARTY
98024,502,SD 19,JEFFERSON,REPUBLICAN PARTY
98025,456,SD 19,JEFFERSON,REPUBLICAN PARTY
98026,302,SD 19,JEFFERSON,REPUBLICAN PARTY
98027,778,SD 19,JEFFERSON,REPUBLICAN PARTY
98028,638,SD 19,JEFFERSON,REPUBLICAN PARTY
98029,375,SD 19,JEFFERSON,REPUBLICAN PARTY
98030,658,SD 19,JEFFERSON,REPUBLICAN PARTY
98031,589,SD 19,JEFFERSON,REPUBLICAN PARTY
98032,852,SD 19,JEFFERSON,REPUBLICAN PARTY
98033,421,SD 19,JEFFERSON,REPUBLICAN PARTY
98034,441,SD 19,JEFFERSON,REPUBLICAN PARTY
98035,356,SD 19,JEFFERSON,REPUBLICAN PARTY
98036,475,SD 19,JEFFERSON,REPUBLICAN PARTY
98037,448,SD 19,JEFFERSON,REPUBLICAN PARTY
98038,415,SD 19,JEFFERSON,REPUBLICAN PARTY
98039,594,SD 19,JEFFERSON,REPUBLICAN PARTY
98040,500,SD 19,JEFFERSON,REPUBLICAN PARTY
98041,576,SD 19,JEFFERSON,REPUBLICAN PARTY
98042,323,SD 19,JEFFERSON,REPUBLICAN PARTY
98043,599,SD 19,JEFFERSON,REPUBLICAN PARTY
98044,480,SD 19,JEFFERSON,REPUBLICAN PARTY
98045,414,SD 19,JEFFERSON,REPUBLICAN PARTY
98046,366,SD 19,JEFFERSON,REPUBLICAN PARTY
98047,422,SD 19,JEFFERSON,REPUBLICAN PARTY
98048,384,SD 19,JEFFERSON,REPUBLICAN PARTY
98049,380,SD 19,JEFFERSON,REPUBLICAN PARTY
98050,591,SD 19,JEFFERSON,REPUBLICAN PARTY
98051,349,SD 19,JEFFERSON,REPUBLICAN PARTY
98052,322,SD 19,JEFFERSON,REPUBLICAN PARTY
98053,597,SD 19,JEFFERSON,REPUBLICAN PARTY
98054,649,SD 19,JEFFERSON,REPUBLICAN PARTY
98055,419,SD 19,JEFFERSON,REPUBLICAN PARTY
98056,402,SD 19,JEFFERSON,REPUBLICAN PARTY
98057,410,SD 19,JEFFERSON,REPUBLICAN PARTY
98058,451,SD 19,JEFFERSON,REPUBLICAN PARTY
98059,388,SD 19,JEFFERSON,REPUBLICAN PARTY
98060,434,SD 19,JEFFERSON,REPUBLICAN PARTY
98061,352,SD 19,JEFFERSON,REPUBLICAN PARTY
98062,293,SD 19,JEFFERSON,REPUBLICAN PARTY
98063,297,SD 19,JEFFERSON,REPUBLICAN PARTY
98064,369,SD 19,JEFFERSON,REPUBLICAN PARTY
98065,322,SD 19,JEFFERSON,REPUBLICAN PARTY
98066,530,SD 19,JEFFERSON,REPUBLICAN PARTY
98067,506,SD 19,JEFFERSON,REPUBLICAN PARTY
98068,396,SD 19,JEFFERSON,REPUBLICAN PARTY
98069,492,SD 19,JEFFERSON,REPUBLICAN PARTY
98070,595,SD 19,JEFFERSON,REPUBLICAN PARTY
98071,733,SD 19,JEFFERSON,REPUBLICAN PARTY
98072,595,SD 19,JEFFERSON,REPUBLICAN PARTY
98073,535,SD 19,JEFFERSON,REPUBLICAN PARTY
98074,369,SD 19,JEFFERSON,REPUBLICAN PARTY
98075,272,SD 19,JEFFERSON,DEMOCRATIC PARTY
98076,822,SD 19,JEFFERSON,DEMOCRATIC PARTY
98077,598,SD 19,JEFFERSON,DEMOCRATIC PARTY
98078,639,SD 19,JEFFERSON,DEMOCRATIC PARTY
98079,377,SD 19,JEFFERSON,DEMOCRATIC PARTY
98080,625,SD 19,JEFFERSON,DEMOCRATIC PARTY
98081,376,SD 19,JEFFERSON,DEMOCRATIC PARTY
98082,365,SD 19,JEFFERSON,DEMOCRATIC PARTY
98083,636,SD 19,JEFFERSON,DEMOCRATIC PARTY
98084,440,SD 19,JEFFERSON,DEMOCRATIC PARTY
98085,397,SD 19,JEFFERSON,DEMOCRATIC PARTY
98086,242,SD 19,JEFFERSON,DEMOCRATIC PARTY
98087,699,SD 19,JEFFERSON,DEMOCRATIC PARTY
98088,658,SD 19,JEFFERSON,DEMOCRATIC PARTY
98089,340,SD 19,JEFFERSON,DEMOCRATIC PARTY
98090,367,SD 19,JEFFERSON,DEMOCRATIC PARTY
98091,495,SD 19,JEFFERSON,DEMOCRATIC PARTY
98092,620,SD 19,JEFFERSON,DEMOCRATIC PARTY
98093,384,SD 19,JEFFERSON,DEMOCRATIC PARTY
98094,453,SD 19,JEFFERSON,DEMOCRATIC PARTY
98095,408,SD 19,JEFFERSON,DEMOCRATIC PARTY
98096,553,SD 19,JEFFERSON,DEMOCRATIC PARTY
98097,632,SD 19,JEFFERSON,DEMOCRATIC PARTY
98098,424,SD 19,JEFFERSON,DEMOCRATIC PARTY
98099,607,SD 19,JEFFERSON,DEMOCRATIC PARTY
98100,528,SD 19,JEFFERSON,DEMOCRATIC PARTY
98101,674,SD 19,JEFFERSON,DEMOCRATIC PARTY
98102,388,SD 19,JEFFERSON,DEMOCRATIC PARTY
98103,517,SD 19,JEFFERSON,DEMOCRATIC PARTY
98104,479,SD 19,JEFFERSON,DEMOCRATIC PARTY
98105,388,SD 19,JEFFERSON,DEMOCRATIC PARTY
98106,388,SD 19,JEFFERSON,DEMOCRATIC PARTY
98107,382,SD 19,JEFFERSON,DEMOCRATIC PARTY
98108,368,SD 19,JEFFERSON,DEMOCRATIC PARTY
98109,472,SD 19,JEFFERSON,DEMOCRATIC PARTY
98110,586,SD 19,JEFFERSON,DEMOCRATIC PARTY
98111,412,SD 19,JEFFERSON,DEMOCRATIC PARTY
98112,304,SD 19,JEFFERSON,DEMOCRATIC PARTY
98113,485,SD 19,JEFFERSON,DEMOCRATIC PARTY
98114,585,SD 19,JEFFERSON,DEMOCRATIC PARTY
98115,418,SD 19,JEFFERSON,DEMOCRATIC PARTY
98116,440,SD 19,JEFFERSON,DEMOCRATIC PARTY
98117,412,SD 19,JEFFERSON,DEMOCRATIC PARTY
98118,576,SD 19,JEFFERSON,DEMOCRATIC PARTY
98119,462,SD 19,JEFFERSON,DEMOCRATIC PARTY
98120,466,SD 19,JEFFERSON,DEMOCRATIC PARTY
98121,326,SD 19,JEFFERSON,DEMOCRATIC PARTY
98122,411,SD 19,JEFFERSON,DEMOCRATIC PARTY
98123,359,SD 19,JEFFERSON,DEMOCRATIC PARTY
98124,457,SD 19,JEFFERSON,DEMOCRATIC PARTY
98125,399,SD 19,JEFFERSON,DEMOCRATIC PARTY
98126,624,SD 19,JEFFERSON,DEMOCRATIC PARTY
98127,546,SD 19,JEFFERSON,DEMOCRATIC PARTY
98128,403,SD 19,JEFFERSON,DEMOCRATIC PARTY
98129,567,SD 19,JEFFERSON,DEMOCRATIC PARTY
98130,670,SD 19,JEFFERSON,DEMOCRATIC PARTY
98131,692,SD 19,JEFFERSON,DEMOCRATIC PARTY
